Property ID,Owner Id,Locality,Plot size,Propertyusagetype,Creation date,2013-14,2014-15,2015-16,2016-17,2017-18,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,IsDefaulter
PT-1014-1556081,['690f5286-8bf4-42f9-a833-f1d5b286d101'],['PLC144'],51.0,RESIDENTIAL,2023-04-17,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-1558754,['9ff5bd5d-234a-4e46-b2e1-35e6483fb057'],['PLC114'],275.4,RESIDENTIAL,2023-04-25,,,,,,,Yes,Yes,Yes,Yes,No,Yes,Yes
PT-1014-1560673,['46afc429-8d36-4920-ad83-f62a1358e46c'],['PLC31'],126.0,RESIDENTIAL,2023-05-03,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1565287,['2eefdaa7-7d94-4c10-a065-0a753b06739a'],['PLC154'],111.0,RESIDENTIAL,2023-05-09,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1565679,"['5bdce79d-21f8-4455-9559-b0e5134fd911', 'd6f92b81-6b8f-4f2a-a1ce-7ffafa214710']",['PLC51'],355.5,NONRESIDENTIAL.COMMERCIAL,2023-06-23,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-1585633,['9c183e5c-2a51-4160-9516-c055314d5efb'],['PLC151'],142.0,MIXED,2024-04-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1586249,['c617fce7-7180-464d-b5d5-4b87b0d9a6ce'],['PLC76'],250.0,RESIDENTIAL,2024-11-07,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-1591500,"['a9a9205c-d63c-4fb0-a5a3-257b7fcf5624', '5103c357-1ae6-438f-a1a8-f71627d0b770']",['PLC123'],23.0,RESIDENTIAL,2023-06-09,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1591546,"['878d5dae-82b9-4f6b-ac6a-de09fa1a67a3', 'd3516cbf-e952-4fe9-a29e-4373454bd4d9']",['PLC20'],48.0,NONRESIDENTIAL.COMMERCIAL,2024-10-01,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-1595372,['1d7d223e-cb91-4946-9746-373a62e23079'],['PLC38'],88.89,RESIDENTIAL,2023-06-19,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1595693,['64b14036-9b40-4c5f-809c-fcdabee49dac'],['PLC22'],115.0,MIXED,2023-06-20,,,,,,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-1596967,"['bff7cd61-f9c3-4394-935e-f95aaeafa5c9', 'af218727-168d-475a-ba09-617313046fc9']",['PLC41'],101.25,RESIDENTIAL,2023-06-27,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1598155,['885b86a2-f7dc-48db-a251-a2c210b3ed6c'],['PLC98'],283.6,MIXED,2023-06-27,Yes,"Demand not generated, hence not paid",Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-1599361,['4f8541a2-216a-4349-b5ed-23adc69d10dd'],['PLC98'],41.0,RESIDENTIAL,2023-06-30,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1604431,['2e986f15-9449-43fc-a70d-59d0e05459ae'],['PLC208'],21.67,RESIDENTIAL,2023-07-13,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1610117,['17a6b5a3-b86a-4d85-83a3-0b650e9ba586'],['PLC73'],84.0,NONRESIDENTIAL.COMMERCIAL,2023-07-28,,,,,,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-1613732,['8ae3b060-43b5-494b-9c4b-e362021bc47b'],['PLC84'],81.0,RESIDENTIAL,2023-07-27,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1621587,"['45658bd9-4379-4ab3-91d5-719352e982f3', '2954e744-ac83-4012-9457-d6a4d7daa32b']",['PLC134'],200.0,RESIDENTIAL,2023-08-08,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1630088,['a688d0d3-3c14-4275-a709-f58315acdedb'],['PLC113'],40.5,RESIDENTIAL,2024-02-08,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-1665539,['ae80338a-713e-4467-93b7-f771c012aad2'],['PLC152'],100.0,MIXED,2024-08-13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-1671370,['8e9af5c9-4e36-4add-a96d-175a295b6fc6'],['PLC68'],18.0,NONRESIDENTIAL.COMMERCIAL,2023-09-16,Yes,"Demand not generated, hence not paid",Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1685511,['5f2d69a5-7d7c-430d-b890-85ae52105d5e'],['PLC31'],63.0,RESIDENTIAL,2023-09-23,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1688290,['6d3818c2-f48e-464b-bebd-9294bc087015'],['PLC99'],70.0,RESIDENTIAL,2023-09-25,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1693416,['beb250cb-90d7-4c84-bfdc-3817f602fcfe'],['PLC115'],22.75,RESIDENTIAL,2023-09-27,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1701360,"['36b75fb2-6449-4f04-ba05-f6ace9589ec2', 'f3e7f0e0-1a79-4c9f-85da-baf9d79d61dd']",['PLC152'],71.0,RESIDENTIAL,2023-10-05,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1702413,['3e699b4c-5b57-44fa-97b7-640f2edba63e'],['PLC183'],20.25,RESIDENTIAL,2023-10-10,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1703994,['c2ae937c-6fec-40f0-b0b6-9b46a1a6f966'],['PLC7'],607.5,RESIDENTIAL,2023-10-12,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes
PT-1014-1718347,"['f93a2751-f351-464f-95aa-902c576755d0', '945e3425-16d3-442b-8774-e1813e7f085b', '79ea95a8-68b0-4de0-81f3-ac06c615222d']",['PLC98'],41.0,RESIDENTIAL,2023-11-07,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1729501,['d66cef9c-2a17-41bb-8791-79fdd470825c'],['PLC203'],43.0,RESIDENTIAL,2023-12-08,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1738135,['1a7cbb9c-3d58-4152-96c5-f6890d979f30'],['PLC31'],101.0,RESIDENTIAL,2023-12-26,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1741632,['3e9012b2-df20-4cc2-8893-1bb871bc9cc6'],['PLC74'],101.0,RESIDENTIAL,2023-12-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1742630,['15b1edfc-a044-43cb-80f5-b6e53dea916f'],['PLC113'],51.0,MIXED,2023-12-29,,No,No,No,No,No,No,No,No,No,No,Yes,Yes
PT-1014-1743073,['5ab2b0da-d741-41d3-b63b-5966db0d0997'],['PLC24'],113.8,RESIDENTIAL,2023-12-29,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1743620,['140350a4-9dc2-4372-a06c-cc2fcc8f5c29'],['PLC72'],101.0,RESIDENTIAL,2024-05-07,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1743969,['26be9363-205a-4548-a7fa-44c69cdaa73d'],['PLC31'],101.0,RESIDENTIAL,2023-12-30,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1746579,['02317689-9b8b-4b7a-a0d3-43a71d212e3d'],['PLC31'],101.0,RESIDENTIAL,2023-12-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1746834,['30936ce2-6f84-47ac-922d-75ae8d033be8'],['PLC152'],80.0,RESIDENTIAL,2023-12-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1746855,"['da71e344-e176-444e-be4a-562e72b726f1', 'af15d1a5-0e7d-441d-93a9-933a123c435f']",['PLC152'],80.0,RESIDENTIAL,2023-12-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1751168,['906f944e-adb2-4cf1-ab30-4c7087ed4162'],['PLC74'],36.0,RESIDENTIAL,2024-01-16,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1774458,"['7de58063-fe52-4974-8d3c-c7df0e8e669f', '0017d07e-a114-4710-8dd0-2a317ddc2aeb', 'dd6cb696-b515-4224-b840-44340bd78d0f', '9120b652-19c5-497a-82c7-8df9ef14dc9a', 'f2c1f36b-2022-496b-a904-3cfe408ba7b7']",['PLC67'],107.0,MIXED,2024-03-19,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
PT-1014-1774470,"['9d922305-3ad7-4759-94e4-92cda04d6169', '000e7900-8b23-4c2a-9d5b-fb92b97fd13d', 'b2835c2e-f5b2-4982-878a-38704a1671c2', '2d62edea-35ef-48bc-9feb-ef57644b1a15', 'faea9936-5813-47c7-94f3-79ab9cf9bf62']",['PLC67'],107.0,MIXED,2024-03-19,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes
PT-1014-1775603,['27be0455-8109-47c1-ac0d-ab510293b4ca'],['PLC67'],21.4,NONRESIDENTIAL.COMMERCIAL,2024-03-21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-1987363,['3d3c618e-c15c-4bd5-9fe5-5d4e14d7d33e'],['PLC152'],46.0,RESIDENTIAL,2024-04-24,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1990342,['886a0eb6-100a-4bb7-a7c7-ca3219e78cfa'],['PLC152'],17.8,NONRESIDENTIAL.COMMERCIAL,2024-05-08,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes
PT-1014-1991375,['91bd780e-1d27-4e81-a59e-4cfc986c73f9'],['PLC210'],200.0,RESIDENTIAL,2024-08-08,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1991567,['a14e7124-a8b4-4de1-9b76-a223ed20203b'],['PLC152'],48.0,RESIDENTIAL,2024-05-16,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1992968,['056cc682-4e74-402b-a1b8-35237791056e'],['PLC163'],65.3,NONRESIDENTIAL.COMMERCIAL,2024-06-14,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-1993298,['4b5c94ae-56ef-40e0-89ea-9a653bce7feb'],['PLC191'],102.0,RESIDENTIAL,2024-05-27,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-1994613,['cefb097f-e921-4309-a64d-dd3929daf73d'],['PLC14'],33.6,NONRESIDENTIAL.COMMERCIAL,2024-06-05,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
PT-1014-1995422,"['7c5ea28b-28d3-4f9d-9c55-0a155be54d9f', '4fe2ff9c-df88-46b9-b31f-bee90187a7ec', 'd7002ba1-c18c-4fbd-8190-44910aa2a169', 'ad54865c-bb48-4822-891a-9555d2326a09']",['PLC167'],243.0,RESIDENTIAL,2024-06-11,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes
PT-1014-1997488,['dcdc0229-bafc-4ad7-9f3a-a8931a4ce7e1'],['PLC31'],250.7,RESIDENTIAL,2024-06-25,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,No,No,No,No,No,No,Yes,Yes
PT-1014-1997873,"['313010c1-2ca1-4055-877b-0dcb5e679c7a', 'b63efa66-7b06-49f4-973a-52e95242ef95', '288e02f2-6ea1-4397-9c17-ec7a2c721920']",['PLC179'],122.0,NONRESIDENTIAL.COMMERCIAL,2024-06-26,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,No,Yes,No,Yes,Yes,No,Yes,Yes
PT-1014-1999268,['479ae56d-97f2-4305-a9fb-acc12f4ae01f'],['PLC179'],40.0,NONRESIDENTIAL.COMMERCIAL,2024-07-04,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-2002390,['3f2a2090-3b72-4e90-82c9-b794a0d20d65'],['PLC75'],76.0,MIXED,2024-08-05,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-2002745,['994bceee-e450-4f34-841b-db7e145ef375'],['PLC75'],25.0,MIXED,2024-07-25,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes
PT-1014-2003416,['9f4a4936-599f-4531-b96c-ec873aeea89d'],['PLC77'],102.0,MIXED,2024-07-29,,,,,No,No,No,No,No,No,No,Yes,Yes
PT-1014-2003790,['436bf1c2-c02e-4cde-a5f9-d9f4d9f20414'],['PLC22'],202.0,RESIDENTIAL,2024-07-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
PT-1014-2003804,['5144f031-6876-4c17-a26f-d8698929e730'],['PLC22'],162.0,RESIDENTIAL,2024-07-31,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
PT-1014-2003994,['a5b443ea-b278-487f-91e0-a384f6234e9a'],['PLC121'],47.0,RESIDENTIAL,2024-08-01,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2004398,['101ecd80-edf0-4fb0-9642-54d415381fe4'],['PLC164'],82.0,MIXED,2024-08-04,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",No,No,No,No,Yes,Yes,Yes,Yes,Yes
PT-1014-2006649,['45f34604-2c84-48f8-be4e-d2ac86a2ed5a'],['PLC98'],51.0,RESIDENTIAL,2024-08-20,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2008900,['7e746080-a3a4-4e00-be4d-2a16de2bc8f5'],['PLC68'],165.0,MIXED,2025-04-24,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes
PT-1014-2009633,['ad1f0134-36a3-47aa-a6db-8ae0329cebf4'],['PLC206'],567.0,RESIDENTIAL,2024-09-05,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes
PT-1014-2012898,['5f603da7-0fdc-4aea-9a6b-f2103a543d76'],['PLC123'],40.5,RESIDENTIAL,2024-09-23,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2018874,['e73d2b1f-422a-42ce-ab1c-a4c7e8175584'],['PLC152'],101.25,RESIDENTIAL,2024-10-23,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2032741,['953567cf-fe8c-496e-83b4-29372176c5cd'],['PLC182'],20.0,RESIDENTIAL,2024-12-20,No,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2036466,['3ce23fc1-f171-4e00-9779-4717d24cb1af'],['PLC81'],349.5,NONRESIDENTIAL.INDUSTRIAL,2025-01-13,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-2053007,['5acaac6c-8a33-4760-b388-5b6b562d566f'],['PLC113'],60.75,RESIDENTIAL,2025-03-12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
PT-1014-2057194,['dfed971e-8313-4f7f-b32c-95035ad72f0a'],['PLC186'],56.0,RESIDENTIAL,2025-03-13,No,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2064624,['8eea08ca-4d10-4294-98f5-780a51e2b7d3'],['PLC145'],203.0,RESIDENTIAL,2025-03-28,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
PT-1014-2064915,['a4129e34-6046-494b-bbda-46ba9217df2b'],['PLC123'],20.25,NONRESIDENTIAL.COMMERCIAL,2025-03-29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
PT-1014-2068887,['b273f5e2-3236-4839-a03f-dcb5edc9815e'],['PLC22'],81.0,RESIDENTIAL,2025-04-15,No,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2070546,['fd929c56-afa9-4bb7-8a65-72dc21e7c941'],['PLC134'],303.7,RESIDENTIAL,2025-04-22,,,,,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes
PT-1014-2071260,['961c6985-aded-483e-ab0c-4bdac7c02e47'],['PLC50'],198.2,RESIDENTIAL,2025-04-24,No,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes,Yes,Yes
PT-1014-2071354,"['4d143d03-c129-4f96-9d30-a29163c592d4', '96fd3fef-ac11-4da6-b736-eca7909cf4b0']",['PLC2'],202.5,RESIDENTIAL,2025-04-24,No,No,No,No,No,No,No,No,No,"Demand not generated, hence not paid",No,No,Yes
PT-1014-2071581,['ab5eb966-1fd5-40ae-8047-fca0c29a1ee2'],['PLC206'],101.25,RESIDENTIAL,2025-04-25,,,,,,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid",Yes,Yes,Yes
PT-1014-2071678,['dd20c48c-0e32-47d3-94d1-5fa286a5fd5f'],['PLC157'],263.25,NONRESIDENTIAL.COMMERCIAL,2025-04-25,,,,,,,,,,,,No,Yes
PT-1014-2071702,['601f79fb-f39d-42a2-8ea5-a4765ac7a647'],['PLC28'],283.5,MIXED,2025-04-25,Yes,Yes,Yes,Yes,Yes,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
PT-1014-2072354,['a8bd72e2-da8a-44ec-be3e-96863ed5cab9'],['PLC115'],47.0,RESIDENTIAL,2025-04-30,Yes,"Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid","Demand not generated, hence not paid",Yes,Yes
